Frame,WallSeconds,DeltaMs,CpuInputAndUiMs,CpuCelestialTickMs,CpuEditorAndPanelsMs,CpuSimulationAndInterfaceMs,CpuScenePushMs,CpuRecordAndPresentMs,CpuFrameCapWaitMs,GpuValid,GpuCullMs,GpuRasterMs,GpuHiZMs,GpuResolveMs,GpuKernelMs,GpuShadowMs,GpuRestirMs,GpuPostMs,GpuSkyMs,GpuVolumeMs,ClusterTotal,ClustersVisible,TrianglesDrawn,Fps,ResidentMiB
118,196.9676,54.5555,0.5845,0.0193,2.5518,0.0619,0.0106,111.7758,0.0013,1,0.0834,8.6443,0.0453,0.9684,47.8481,0.0000,47.8481,0.8070,0.0000,0.0000,2046,1980,222186,18.42,794.1
119,197.0827,100.0000,0.4516,0.0156,1.9600,0.0568,0.0095,4.4322,0.0010,1,0.0840,8.5416,0.0448,1.1772,46.1690,0.0000,46.1690,0.8064,0.0000,0.0000,2046,1979,222058,18.30,786.5
120,197.0896,6.9458,0.4051,0.0175,2.8445,0.0439,0.0069,51.6733,0.0012,1,0.0844,8.9042,0.0438,1.0676,46.3340,0.0000,46.3340,0.8048,0.0000,0.0000,2046,1973,221290,18.28,786.5
121,197.1446,55.0097,0.4471,0.0158,1.9577,0.0617,0.0095,55.1899,0.0014,1,0.0799,8.5454,0.0450,0.9337,46.9805,0.0000,46.9805,0.8175,0.0000,0.0000,2046,1954,219178,18.40,786.5
122,197.2023,57.7020,0.4871,0.0187,1.9020,0.0649,0.0112,57.2197,0.0015,1,0.0870,9.5244,0.0433,0.9393,46.9596,0.0000,46.9596,0.8189,0.0000,0.0000,2046,1954,219178,18.52,786.5
123,197.2620,59.7252,0.6446,0.0196,3.9867,0.0909,0.0139,55.9856,0.0010,1,0.0848,8.7120,0.0442,1.0324,49.6899,0.0000,49.6899,0.8259,0.0000,0.0000,2046,1945,218154,18.42,786.5
124,197.3228,60.7625,0.5549,0.0206,4.3088,0.0699,0.0118,53.5589,0.0009,1,0.0828,8.5627,0.0442,1.0123,46.9528,0.0000,46.9528,0.8272,0.0000,0.0000,2046,1936,217218,18.53,786.5
125,197.3813,58.5474,0.5165,0.0178,2.3367,0.0676,0.0110,54.9560,0.0012,1,0.1056,8.7355,0.0443,0.9434,47.6889,0.0000,47.6889,0.8351,0.0000,0.0000,2046,1928,216410,18.53,786.5
126,197.4393,57.9252,0.4734,0.0177,2.1127,0.0584,0.0109,55.4396,0.0019,1,0.0850,8.6188,0.0441,0.9053,47.3617,0.0000,47.3617,0.8416,0.0000,0.0000,2046,1922,215770,18.39,786.5
127,197.4974,58.1349,0.4493,0.0163,3.0206,0.0679,0.0111,55.1882,0.0010,1,0.0854,8.4521,0.0446,0.9194,47.9517,0.0000,47.9517,0.8380,0.0000,0.0000,2046,1920,215514,18.39,786.5
128,197.5562,58.7716,0.4825,0.0171,2.1246,0.0621,0.0116,57.4420,0.0011,1,0.0787,8.6746,0.0445,0.9298,48.9510,0.0000,48.9510,0.8400,0.0000,0.0000,2046,1913,214746,18.38,786.5
129,197.6163,60.1596,2.4181,0.0168,1.7598,0.0577,0.0099,55.1951,0.0017,1,0.0813,8.3615,0.0432,0.9447,47.9599,0.0000,47.9599,0.8419,0.0000,0.0000,2046,1910,214362,18.37,779.2
130,197.6758,59.4813,0.8067,0.0186,2.8373,0.0703,0.0114,55.6629,0.0011,1,0.0869,9.0849,0.0435,0.9359,48.0912,0.0000,48.0912,0.8396,0.0000,0.0000,2046,1910,214362,18.36,779.2
131,197.7352,59.4268,0.6841,0.0175,2.2310,0.1260,0.0211,58.6165,0.0014,1,0.1082,8.9162,0.0445,1.0022,48.7962,0.0000,48.7962,0.8486,0.0000,0.0000,2046,1900,213274,18.35,779.2
132,197.7970,61.7165,0.0817,0.0193,3.2240,0.0728,0.0113,57.8793,0.0010,1,0.0817,8.3795,0.0432,0.9172,51.2315,0.0000,51.2315,0.8494,0.0000,0.0000,2046,1900,213274,18.38,779.2
133,197.8583,61.3082,0.0817,0.0177,3.3631,0.0755,0.0133,56.3345,0.0012,1,0.0799,8.1520,0.0436,0.8846,48.8127,0.0000,48.8127,0.8555,0.0000,0.0000,2046,1893,212442,18.46,779.2
134,197.9182,59.9063,0.0784,0.0182,2.9163,0.0933,0.0166,56.4921,0.0012,1,0.0795,8.0516,0.0430,0.9100,48.8943,0.0000,48.8943,0.8598,0.0000,0.0000,2046,1880,210906,18.33,779.2
135,197.9778,59.6352,0.9643,0.0198,2.4618,0.0673,0.0115,55.8777,0.0017,1,0.0808,8.1599,0.0437,0.9339,48.8472,0.0000,48.8472,0.8556,0.0000,0.0000,2046,1874,210266,18.30,779.2
136,198.0372,59.4270,0.2430,0.0178,3.1595,0.0740,0.0126,57.3138,0.0016,1,0.0927,9.0559,0.0432,1.0281,50.0176,0.0000,50.0176,0.8601,0.0000,0.0000,2046,1870,209754,18.28,779.2
137,198.0981,60.8397,0.0539,0.0155,1.9042,0.0601,0.0102,61.1655,0.0017,1,0.0899,8.5269,0.0437,0.9048,50.7115,0.0000,50.7115,0.8617,0.0000,0.0000,2046,1847,207296,18.25,779.2
138,198.1613,63.2339,0.5414,0.0194,3.4907,0.0715,0.0098,56.6301,0.0012,1,0.0787,7.8145,0.0430,0.8768,49.5139,0.0000,49.5139,0.8524,0.0000,0.0000,2046,1819,204160,18.36,797.0
139,198.2221,60.7870,0.0981,0.0202,3.8845,0.0705,0.0109,53.8813,0.0015,1,0.0795,7.5837,0.0430,0.8827,48.9743,0.0000,48.9743,0.8628,0.0000,0.0000,2046,1786,200320,18.21,797.0
140,198.2801,57.9869,0.0746,0.0182,2.7775,0.0656,0.0102,55.9035,0.0014,1,0.0801,7.7785,0.0444,0.8684,49.6823,0.0000,49.6823,0.8617,0.0000,0.0000,2046,1751,196448,18.19,797.0
141,198.3390,58.8686,0.0708,0.0157,3.1038,0.0881,0.0127,57.6780,0.0014,1,0.0848,7.5590,0.0445,0.8450,50.1546,0.0000,50.1546,0.8641,0.0000,0.0000,2046,1713,192160,18.31,797.0
142,198.3999,60.9892,0.0617,0.0158,2.1404,0.0626,0.0104,60.1347,0.0011,1,0.0776,7.8216,0.0432,0.8192,52.8367,0.0000,52.8367,0.8618,0.0000,0.0000,2046,1672,187488,18.17,797.0
143,198.4624,62.4445,0.5419,0.0175,2.4879,0.0733,0.0122,55.7899,0.0017,1,0.0812,7.5574,0.0429,0.9339,49.8642,0.0000,49.8642,0.8609,0.0000,0.0000,2046,1630,182720,18.13,797.0
144,198.5213,58.9426,0.5648,0.0165,1.8995,0.0513,0.0117,58.3315,0.0014,1,0.0852,6.8298,0.0438,0.7472,49.7075,0.0000,49.7075,0.8603,0.0000,0.0000,2046,1582,177602,18.12,797.0
145,198.5822,60.8958,1.2993,0.0181,1.9848,0.0476,0.0080,55.0329,0.0009,1,0.0805,6.8466,0.0443,0.7652,49.1389,0.0000,49.1389,0.8617,0.0000,0.0000,2046,1536,172354,18.11,797.0
146,198.6406,58.4084,1.3145,0.0212,3.4890,0.0718,0.0108,54.8146,0.0013,1,0.0767,6.4675,0.0432,0.8114,51.3152,0.0000,51.3152,0.8506,0.0000,0.0000,2046,1494,167586,18.22,797.0
147,198.7004,59.7418,1.4758,0.0170,2.0509,0.0555,0.0089,55.8051,0.0013,1,0.0804,6.9897,0.0439,0.8494,50.7177,0.0000,50.7177,0.8651,0.0000,0.0000,2046,1592,178706,18.09,804.6
148,198.7598,59.4329,1.9978,0.0182,2.9090,0.0646,0.0103,57.7103,0.0016,1,0.0928,7.6116,0.0430,0.8947,52.3999,0.0000,52.3999,0.8709,0.0000,0.0000,2046,1671,187634,18.05,804.6
149,198.8226,62.7350,1.3876,0.0166,3.9420,0.0779,0.0108,59.7188,0.0015,1,0.0851,7.7561,0.0444,0.8063,52.3255,0.0000,52.3255,0.8842,0.0000,0.0000,2046,1718,192914,18.03,804.6
150,198.8877,65.1762,1.5296,0.0223,2.6283,0.0574,0.0083,60.1162,0.0015,1,0.0839,9.2309,0.0441,0.8274,54.1453,0.0000,54.1453,0.8907,0.0000,0.0000,2046,1796,201650,18.01,804.6
151,198.9521,64.3837,1.4363,0.0203,2.3308,0.0646,0.0102,120.3831,0.0014,1,0.0854,8.3471,0.0437,0.8709,51.9644,0.0000,51.9644,0.8883,0.0000,0.0000,2046,1918,215268,17.98,804.6
152,199.0764,100.0000,1.3818,0.0185,3.1288,0.0779,0.0112,4.4529,0.0009,1,0.0874,9.0439,0.0435,1.0572,51.0236,0.0000,51.0236,0.8871,0.0000,0.0000,2046,1984,222922,17.85,804.6
153,199.0855,9.0848,0.4541,0.0176,3.2366,0.0604,0.0082,52.4809,0.0012,1,0.0933,9.3268,0.0429,1.1719,49.1255,0.0000,49.1255,0.8621,0.0000,0.0000,2046,1990,223766,17.96,804.6
154,199.1417,56.2788,1.9998,0.0188,3.4208,0.2319,0.0129,59.3259,0.0012,1,0.0904,9.1353,0.0436,0.9298,49.8026,0.0000,49.8026,0.8363,0.0000,0.0000,2046,1988,223726,17.96,804.6
155,199.2068,65.0309,1.3385,0.0197,3.5535,0.0707,0.0115,54.3680,0.0016,1,0.0855,9.9795,0.0438,0.8652,50.2880,0.0000,50.2880,0.8300,0.0000,0.0000,2046,1988,223726,17.93,804.6
156,199.2662,59.3849,1.5822,0.0203,3.1606,0.0615,0.0100,56.9041,0.0012,1,0.0879,8.8498,0.0427,0.9076,49.5556,0.0000,49.5556,0.8205,0.0000,0.0000,2046,1989,223768,17.91,813.9
157,199.3279,61.7650,1.9438,0.0199,2.9737,0.0668,0.0112,56.5708,0.0014,1,0.1447,9.2952,0.0433,0.8686,49.5019,0.0000,49.5019,0.8030,0.0000,0.0000,2046,1989,223768,17.89,813.9
158,199.3895,61.6085,3.3697,0.0198,2.5717,0.0879,0.0121,55.7118,0.0015,1,0.0849,8.4869,0.0436,1.0071,51.1803,0.0000,51.1803,0.7923,0.0000,0.0000,2046,1988,223756,17.87,813.9
159,199.4513,61.7989,2.0195,0.0182,2.7042,0.0729,0.0117,61.9323,0.0013,1,0.0852,8.7214,0.0430,0.8824,56.6729,0.0000,56.6729,0.7840,0.0000,0.0000,2046,1988,223756,17.97,813.9
160,199.5181,66.7812,1.6003,0.0187,2.2406,0.0598,0.0105,142.8423,0.0011,1,0.0914,8.6480,0.0446,0.8448,61.8693,0.0000,61.8693,0.7913,0.0000,0.0000,2046,1981,222916,17.82,813.9
161,199.6649,100.0000,0.7316,0.0171,2.6636,0.1033,0.0177,5.1818,0.0024,1,0.1116,12.0861,0.0443,1.0650,57.9683,0.0000,57.9683,0.7862,0.0000,0.0000,2046,1981,222916,17.68,813.9
162,199.6736,8.7425,0.0888,0.0222,2.5551,0.0836,0.0155,76.6911,0.0011,1,0.1292,15.0940,0.0430,1.3066,66.1834,0.0000,66.1834,0.7900,0.0000,0.0000,2046,1981,222916,17.80,813.9
163,199.7531,79.4784,1.1641,0.0185,2.0396,0.0739,0.0115,140.7806,0.0011,1,0.1035,10.8247,0.0434,1.1194,59.3751,0.0000,59.3751,0.7818,0.0000,0.0000,2046,1980,222914,17.73,813.9
164,199.8972,100.0000,0.4919,0.0250,2.3566,0.0786,0.0119,4.4358,0.0015,1,0.0920,8.5128,0.0435,1.0571,60.6110,0.0000,60.6110,0.7844,0.0000,0.0000,2046,1980,222914,17.61,853.3
165,199.9047,7.4242,0.4612,0.0153,2.4011,0.0711,0.0117,67.9890,0.0013,1,0.1114,10.4340,0.0442,1.1616,60.1192,0.0000,60.1192,0.8064,0.0000,0.0000,2046,1980,222914,17.72,853.3
166,199.9756,70.9700,0.0754,0.0168,2.6473,0.0777,0.0123,76.0587,0.0011,1,0.0914,9.2941,0.0451,1.1954,67.1586,0.0000,67.1586,0.7981,0.0000,0.0000,2046,1972,222914,17.68,853.3
167,200.0545,78.9098,0.0686,0.0191,2.5891,0.0812,0.0212,73.5361,0.0015,1,0.0900,10.0045,0.0445,1.1118,62.3557,0.0000,62.3557,0.8066,0.0000,0.0000,2046,1972,222018,17.62,853.3
168,200.1309,76.3385,0.5144,0.0210,3.4362,0.0898,0.0179,72.7171,0.0013,1,0.0962,12.1243,0.0487,0.9891,63.7165,0.0000,63.7165,0.8063,0.0000,0.0000,2046,1971,222018,17.68,853.3
169,200.2077,76.8183,0.7982,0.0167,1.9636,0.0756,0.0143,77.6293,0.0017,1,0.0972,9.7706,0.0448,1.0035,65.4831,0.0000,65.4831,0.8025,0.0000,0.0000,2046,1969,222274,17.51,853.3
170,200.2882,80.5211,0.2413,0.0200,4.3790,0.0684,0.0107,72.3528,0.0012,1,0.0941,8.9625,0.0448,1.1115,67.7981,0.0000,67.7981,0.8136,0.0000,0.0000,2046,1964,221558,17.43,853.3
171,200.3653,77.1207,0.5180,0.0189,3.4119,0.0946,0.0170,76.3657,0.0008,1,0.1086,9.2249,0.0447,1.4564,67.4216,0.0000,67.4216,0.8198,0.0000,0.0000,2046,1967,222198,17.49,853.3
172,200.4458,80.4458,0.6770,0.0182,3.2008,0.0807,0.0139,75.1208,0.0017,1,0.0903,9.1307,0.0437,1.2796,67.5114,0.0000,67.5114,0.8285,0.0000,0.0000,2046,1970,221942,17.32,853.4
173,200.5249,79.1356,0.3711,0.0182,4.3271,0.0831,0.0168,81.2615,0.0011,1,0.0956,12.3811,0.0451,0.9408,71.9760,0.0000,71.9760,0.8466,0.0000,0.0000,2046,1968,221622,17.23,853.4
174,200.6110,86.0995,0.4671,0.0174,3.0560,0.0798,0.0131,81.0300,0.0013,1,0.0886,8.7182,0.0451,1.0611,72.4466,0.0000,72.4466,0.8634,0.0000,0.0000,2046,1972,221954,17.27,853.4
175,200.6957,84.6862,1.0922,0.0176,2.9359,0.0842,0.0142,79.4106,0.0011,1,0.0960,9.0255,0.0455,1.2390,70.2323,0.0000,70.2323,0.8641,0.0000,0.0000,2046,1962,220920,17.08,853.4
176,200.7793,83.5775,1.2470,0.0233,2.6657,0.0891,0.0162,81.0508,0.0011,1,0.0939,11.4101,0.0451,0.9786,72.3886,0.0000,72.3886,0.8705,0.0000,0.0000,2046,1954,220042,17.00,853.4
177,200.9684,100.0000,3.1492,0.0194,4.5741,0.0892,0.0146,5.3618,0.0013,1,0.0966,9.0651,0.0443,1.1372,99.4303,0.0000,99.4303,0.8891,0.0000,0.0000,2046,1932,217822,17.00,853.4
178,200.9816,13.2298,0.2613,0.0199,2.9496,0.0620,0.0113,81.2280,0.0016,1,0.0991,10.5335,0.0452,1.2866,75.4707,0.0000,75.4707,0.8972,0.0000,0.0000,2046,1913,215836,16.99,853.4
179,201.0662,84.5579,1.1798,0.0217,3.2508,0.0751,0.0136,84.1864,0.0018,1,0.0948,10.9379,0.0451,0.9040,77.1598,0.0000,77.1598,0.9277,0.0000,0.0000,2046,1863,210464,16.90,853.4
180,201.1549,88.7541,1.0492,0.0224,3.8802,0.0981,0.0187,86.4160,0.0012,1,0.0977,10.7316,0.0516,1.2590,75.4268,0.0000,75.4268,0.9288,0.0000,0.0000,2046,1863,210464,16.93,853.4
181,201.2464,91.5058,0.9239,0.0190,2.8445,0.0836,0.0133,84.1419,0.0018,1,0.0916,9.2581,0.0464,0.9713,77.7405,0.0000,77.7405,0.9431,0.0000,0.0000,2046,1837,207456,16.81,853.4
182,201.3345,88.0497,2.5732,0.0177,2.4319,0.0798,0.0137,174.7599,0.0012,1,0.0942,8.9576,0.0457,1.1701,78.7781,0.0000,78.7781,0.9557,0.0000,0.0000,2046,1812,204632,16.65,853.4
183,201.5144,100.0000,1.9488,0.0178,2.6465,0.0702,0.0130,4.6185,0.0015,1,0.1065,9.6166,0.0469,1.2233,76.8169,0.0000,76.8169,0.9635,0.0000,0.0000,2046,1796,202840,16.65,853.4
184,201.5237,9.3348,0.0814,0.0202,3.6420,0.1015,0.0206,83.0262,0.0012,1,0.1053,9.4567,0.0458,1.4187,79.6860,0.0000,79.6860,0.9680,0.0000,0.0000,2046,1794,202584,16.86,853.4
185,201.6106,86.9130,0.7001,0.0183,2.7811,0.0727,0.0126,179.6112,0.0009,1,0.0900,9.0436,0.0467,0.9821,81.3438,0.0000,81.3438,0.9601,0.0000,0.0000,2046,1793,202456,16.67,853.4
186,201.7939,100.0000,0.6897,0.0185,3.7537,0.0779,0.0262,3.9406,0.0012,1,0.0869,8.0400,0.0454,1.0031,79.5384,0.0000,79.5384,0.9581,0.0000,0.0000,2046,1793,202456,16.47,853.9
187,201.8024,8.5263,0.0758,0.0161,2.7744,0.0749,0.0129,83.8113,0.0017,1,0.0888,8.8179,0.0459,1.1530,79.4606,0.0000,79.4606,0.9623,0.0000,0.0000,2046,1792,202392,16.57,853.9
188,201.8892,86.7889,0.0742,0.0199,2.4675,0.0785,0.0141,94.5609,0.0017,1,0.1047,10.3411,0.0451,1.5094,83.1723,0.0000,83.1723,0.9615,0.0000,0.0000,2046,1792,202392,16.49,853.9
189,201.9864,97.2455,0.0859,0.0174,2.4179,0.0640,0.0128,95.7901,0.0015,1,0.1083,11.0764,0.0456,1.0754,82.9767,0.0000,82.9767,0.9647,0.0000,0.0000,2046,1792,202392,16.40,853.9
190,202.0848,98.4129,0.0889,0.0222,3.3326,0.0750,0.0151,175.7271,0.0015,1,0.0863,8.3005,0.0451,0.8745,77.9239,0.0000,77.9239,0.9527,0.0000,0.0000,2046,1792,202392,16.31,853.9
191,202.2641,100.0000,0.0985,0.0210,4.0033,0.0953,0.0156,5.6367,0.0023,1,0.0873,7.6628,0.0451,0.9894,81.3855,0.0000,81.3855,0.9640,0.0000,0.0000,2046,1792,202392,16.21,853.9
192,202.2740,9.9039,0.1668,0.0181,4.4130,0.0809,0.0120,82.3085,0.0014,1,0.0860,9.9645,0.0467,1.5376,80.0774,0.0000,80.0774,0.9559,0.0000,0.0000,2046,1792,202392,16.31,853.9
193,202.3610,87.0096,0.0712,0.0171,2.3066,0.0744,0.0136,91.2079,0.0015,1,0.0996,9.2857,0.0467,1.2900,81.0626,0.0000,81.0626,0.9621,0.0000,0.0000,2046,1792,202392,16.34,853.9
194,202.4547,93.7162,0.6149,0.0143,2.2688,0.0780,0.0141,93.3496,0.0018,1,0.0853,8.6657,0.0464,1.0292,83.8159,0.0000,83.8159,0.9641,0.0000,0.0000,2046,1792,202392,16.15,857.3
195,202.5511,96.3514,0.7866,0.0252,3.5611,0.1225,0.0163,88.6561,0.0015,1,0.1330,11.0994,0.0451,1.1840,79.0082,0.0000,79.0082,0.9653,0.0000,0.0000,2046,1792,202392,16.06,857.3
196,202.6443,93.1795,0.7881,0.0225,2.8618,0.0752,0.0129,87.1679,0.0023,1,0.0835,9.6223,0.0455,1.1626,78.5133,0.0000,78.5133,0.9657,0.0000,0.0000,2046,1792,202392,16.08,857.3
197,202.7352,90.9716,1.2794,0.0192,2.6371,0.0969,0.0166,180.4786,0.0017,1,0.1132,10.7870,0.0468,1.2489,83.8539,0.0000,83.8539,0.9623,0.0000,0.0000,2046,1792,202392,15.91,857.3
198,202.9198,100.0000,0.7343,0.0148,2.4983,0.0817,0.0149,4.0844,0.0015,1,0.1025,10.0167,0.0455,1.1311,75.6151,0.0000,75.6151,0.9835,0.0000,0.0000,2046,1792,202392,15.80,857.3
199,202.9272,7.4408,0.6705,0.0232,3.0556,0.0762,0.0143,86.9782,0.0014,1,0.1220,8.9423,0.0456,1.3534,80.5992,0.0000,80.5992,0.9967,0.0000,0.0000,2046,1792,202392,15.90,857.3
200,203.0181,90.8310,0.8022,0.0228,3.1485,0.1019,0.0169,89.8188,0.0012,1,0.0877,10.6090,0.0465,1.1427,80.6876,0.0000,80.6876,1.0027,0.0000,0.0000,2046,1792,202392,15.83,857.3
201,203.1120,93.9223,0.6474,0.0156,3.0634,0.0915,0.0145,85.1739,0.0015,1,0.0965,8.6220,0.0477,1.0982,79.4824,0.0000,79.4824,1.0136,0.0000,0.0000,2046,1792,202392,15.74,862.9
202,203.2010,89.0152,0.0707,0.0158,2.2295,0.0648,0.0117,176.7098,0.0017,1,0.0816,7.7696,0.0456,0.8484,77.1757,0.0000,77.1757,1.0108,0.0000,0.0000,2046,1792,202392,15.67,862.9
203,203.3801,100.0000,0.6997,0.0211,3.1462,0.0782,0.0154,4.6992,0.0012,1,0.0884,8.7214,0.0469,1.0108,79.1957,0.0000,79.1957,1.0146,0.0000,0.0000,2046,1792,202392,15.57,862.9
204,203.3888,8.6701,0.0827,0.0198,3.0139,0.0746,0.0111,81.5144,0.0013,1,0.1124,9.5011,0.0471,1.1830,76.0344,0.0000,76.0344,1.0161,0.0000,0.0000,2046,1792,202392,15.65,862.9
205,203.4735,84.7267,0.0865,0.0197,2.8198,0.0787,0.0137,174.8915,0.0014,1,0.0884,8.7693,0.0453,0.9421,76.8545,0.0000,76.8545,1.0182,0.0000,0.0000,2046,1792,202392,15.60,862.9
206,203.6514,100.0000,0.2024,0.0202,3.6340,0.0816,0.0149,5.0417,0.0015,1,0.0897,7.8105,0.0464,1.2083,78.8120,0.0000,78.8120,1.0169,0.0000,0.0000,2046,1792,202392,15.50,862.9
207,203.6604,9.0053,0.0740,0.0181,3.6982,0.0910,0.0163,78.3330,0.0018,1,0.0988,9.0615,0.0458,1.1185,74.8945,0.0000,74.8945,1.0194,0.0000,0.0000,2046,1792,202392,15.69,862.9
208,203.7427,82.2400,0.0772,0.0174,3.4057,0.0707,0.0137,81.0076,0.0011,1,0.0876,7.7420,0.0451,0.9102,73.4574,0.0000,73.4574,1.0201,0.0000,0.0000,2046,1792,202392,15.53,862.9
209,203.8273,84.6283,0.0838,0.0175,4.0901,0.0782,0.0131,84.3508,0.0017,1,0.0934,7.9652,0.0451,1.0719,77.2549,0.0000,77.2549,1.0194,0.0000,0.0000,2046,1792,202392,15.47,865.2
210,203.9160,88.6445,0.0908,0.0197,3.5834,0.1224,0.0190,164.7904,0.0016,1,0.1028,9.8509,0.0461,1.4123,75.0104,0.0000,75.0104,1.0224,0.0000,0.0000,2046,1792,202392,15.40,865.2
211,204.0846,100.0000,0.0733,0.0192,3.5421,0.0970,0.0155,4.8728,0.0020,1,0.0890,7.8438,0.0457,0.7942,71.7254,0.0000,71.7254,1.0179,0.0000,0.0000,2046,1792,202392,15.30,865.2
212,204.0932,8.6312,0.0687,0.0175,2.3873,0.0574,0.0085,78.2204,0.0013,1,0.0857,10.3649,0.0452,0.9011,73.6106,0.0000,73.6106,1.0246,0.0000,0.0000,2046,1792,202392,15.48,865.2
213,204.1740,80.7677,0.0607,0.0140,1.9301,0.0556,0.0102,83.4357,0.0014,1,0.0812,7.5771,0.0461,0.7890,73.7567,0.0000,73.7567,1.0240,0.0000,0.0000,2046,1792,202392,15.51,865.2
214,204.2595,85.5166,0.0767,0.0165,2.3980,0.0703,0.0130,83.5758,0.0016,1,0.0910,9.4806,0.0466,0.8909,74.7144,0.0000,74.7144,1.0237,0.0000,0.0000,2046,1792,202392,15.36,865.2
215,204.3457,86.1611,0.0736,0.0162,2.4443,0.0750,0.0143,83.4067,0.0008,1,0.0891,8.6620,0.0464,0.9956,74.9447,0.0000,74.9447,1.0213,0.0000,0.0000,2046,1792,202392,15.25,865.2
216,204.4317,86.0382,0.0879,0.0142,2.2397,0.0638,0.0117,81.0138,0.0015,1,0.0830,7.8774,0.0454,0.9686,73.0716,0.0000,73.0716,1.0214,0.0000,0.0000,2046,1792,202392,15.18,873.1
217,204.5151,83.4400,0.0733,0.0180,2.4944,0.1071,0.0144,164.4214,0.0013,1,0.0847,8.5556,0.0455,0.9687,73.9624,0.0000,73.9624,1.0185,0.0000,0.0000,2046,1792,202392,15.13,873.1
218,204.6823,100.0000,0.0683,0.0276,2.0514,0.0662,0.0118,3.5966,0.0014,1,0.0862,7.5281,0.0454,1.0631,72.1201,0.0000,72.1201,1.0203,0.0000,0.0000,2046,1792,202392,15.05,873.1
219,204.6881,5.8313,0.0690,0.0154,2.5910,0.0661,0.0121,80.1212,0.0015,1,0.0859,9.2874,0.0469,0.9174,73.5177,0.0000,73.5177,1.0173,0.0000,0.0000,2046,1792,202392,15.14,873.1
220,204.7710,82.8847,0.0693,0.0168,2.2763,0.0675,0.0116,82.2498,0.0015,1,0.0837,8.8065,0.0453,0.8480,72.5360,0.0000,72.5360,1.0223,0.0000,0.0000,2046,1792,202392,15.08,873.1
221,204.8557,84.7048,0.0770,0.0190,2.9352,0.0713,0.0142,78.8279,0.0014,1,0.0881,8.1479,0.0452,0.8337,71.1544,0.0000,71.1544,1.0227,0.0000,0.0000,2046,1792,202392,15.01,873.1
222,204.9377,81.9533,0.0707,0.0164,2.3617,0.0722,0.0133,83.0006,0.0011,1,0.0834,8.0878,0.0451,0.8515,74.6648,0.0000,74.6648,1.0158,0.0000,0.0000,2046,1792,202392,14.96,873.1
223,205.0232,85.5438,0.0746,0.0157,2.1751,0.0591,0.0098,79.5000,0.0009,1,0.0846,7.6489,0.0454,0.7950,72.3588,0.0000,72.3588,1.0192,0.0000,0.0000,2046,1792,202392,14.99,874.3
224,205.1050,81.8422,0.0669,0.0158,2.3257,0.0773,0.0143,168.8523,0.0016,1,0.0857,8.1524,0.0471,0.9602,72.8612,0.0000,72.8612,1.0190,0.0000,0.0000,2046,1792,202392,14.85,874.3
225,205.2764,100.0000,0.0809,0.0199,3.4051,0.0708,0.0134,4.5048,0.0010,1,0.0820,7.4634,0.0464,0.8643,75.2660,0.0000,75.2660,1.0200,0.0000,0.0000,2046,1792,202392,14.77,874.3
226,205.2845,8.1035,0.0727,0.0168,4.8596,0.0900,0.0136,73.2480,0.0013,1,0.1079,7.4666,0.0468,0.8356,70.1820,0.0000,70.1820,1.0276,0.0000,0.0000,2046,1792,202392,14.85,874.3
227,205.3628,78.3116,0.0977,0.0255,3.0841,0.0936,0.0155,77.3135,0.0014,1,0.0840,7.4905,0.0469,0.8334,71.4613,0.0000,71.4613,1.0193,0.0000,0.0000,2046,1792,202392,14.81,874.3
228,205.4435,80.6404,0.0883,0.0192,3.1180,0.0988,0.0161,82.1192,0.0011,1,0.0864,8.6720,0.0453,0.9741,73.5165,0.0000,73.5165,1.0252,0.0000,0.0000,2046,1792,202392,14.76,874.3
229,205.5289,85.4679,0.0885,0.0169,2.4201,0.0828,0.0152,160.8436,0.0013,1,0.0856,8.1560,0.0455,0.8806,72.5098,0.0000,72.5098,1.0191,0.0000,0.0000,2046,1792,202392,14.71,874.3
230,205.6924,100.0000,0.0754,0.0152,2.0211,0.0567,0.0090,3.3843,0.0013,1,0.0946,7.7573,0.0458,1.0618,72.5585,0.0000,72.5585,1.0138,0.0000,0.0000,2046,1792,202392,14.63,874.3
231,205.6980,5.5712,0.0923,0.0174,2.3689,0.0678,0.0116,81.0370,0.0012,1,0.0833,8.1722,0.0471,0.9236,73.5766,0.0000,73.5766,1.0177,0.0000,0.0000,2046,1792,202392,14.73,874.3
232,205.7816,83.6055,0.0751,0.0176,2.5788,0.0743,0.0145,81.6238,0.0014,1,0.0829,8.3252,0.0450,0.8707,72.6052,0.0000,72.6052,1.0256,0.0000,0.0000,2046,1792,202392,14.76,874.3
233,205.8660,84.3948,0.0838,0.0196,4.6516,0.0894,0.0166,75.1941,0.0009,1,0.0814,7.8368,0.0459,0.8315,70.6945,0.0000,70.6945,1.0286,0.0000,0.0000,2046,1792,202392,14.62,874.3
234,205.9460,80.0641,0.0797,0.0169,3.1954,0.0713,0.0121,163.9962,0.0012,1,0.0802,7.5265,0.0453,0.8008,72.3512,0.0000,72.3512,1.0184,0.0000,0.0000,2046,1792,202392,14.57,874.3
235,206.1134,100.0000,0.0694,0.0157,2.7014,0.0626,0.0114,81.1293,0.0015,1,0.0898,7.7486,0.0464,0.9871,75.5597,0.0000,75.5597,1.0188,0.0000,0.0000,2046,1792,202392,14.50,874.3
