Frame,WallSeconds,DeltaMs,CpuInputAndUiMs,CpuCelestialTickMs,CpuEditorAndPanelsMs,CpuSimulationAndInterfaceMs,CpuScenePushMs,CpuRecordAndPresentMs,CpuFrameCapWaitMs,GpuValid,GpuCullMs,GpuRasterMs,GpuHiZMs,GpuResolveMs,GpuKernelMs,GpuShadowMs,GpuRestirMs,GpuPostMs,GpuSkyMs,GpuVolumeMs,ClusterTotal,ClustersVisible,TrianglesDrawn,Fps,ResidentMiB
1461,339.7769,83.1516,0.0820,0.0202,2.9286,0.1004,0.0162,87.1343,0.0017,1,0.1155,11.0406,0.0494,2.5047,73.0844,0.0000,73.0844,1.0381,0.0000,0.0000,2046,1520,170908,12.98,840.9
1462,339.8672,90.2943,0.0896,0.0228,2.6983,0.0932,0.0294,171.0387,0.0011,1,0.1396,11.7276,0.0500,1.7224,80.0971,0.0000,80.0971,1.0344,0.0000,0.0000,2046,1520,170908,13.00,840.9
1463,340.0412,100.0000,0.9470,0.0167,3.1370,0.0853,0.0148,3.9512,0.0020,1,0.0895,7.0522,0.0500,1.3681,71.8465,0.0000,71.8465,1.0419,0.0000,0.0000,2046,1520,170908,13.00,840.9
1464,340.0493,8.1616,0.5179,0.0141,2.2078,0.0639,0.0099,77.6103,0.0015,1,0.0880,8.2689,0.0510,1.7294,73.5947,0.0000,73.5947,1.0361,0.0000,0.0000,2046,1520,170908,13.13,840.9
1465,340.1298,80.4335,0.5968,0.0171,2.1285,0.0802,0.0159,81.1718,0.0014,1,0.0924,7.5616,0.0499,1.3373,73.0927,0.0000,73.0927,1.0388,0.0000,0.0000,2046,1520,170908,13.16,840.9
1466,340.2138,84.0195,0.5325,0.0181,2.6578,0.0750,0.0132,78.4521,0.0009,1,0.0835,6.8805,0.0512,1.2828,71.5463,0.0000,71.5463,1.0424,0.0000,0.0000,2046,1520,170908,13.05,867.3
1467,340.2956,81.7606,0.5896,0.0170,2.9272,0.0710,0.0122,162.9264,0.0012,1,0.0966,7.0964,0.0505,1.5380,73.0091,0.0000,73.0091,1.0363,0.0000,0.0000,2046,1520,170908,13.07,867.3
1468,340.4621,100.0000,0.5389,0.0179,3.4980,0.1097,0.0186,4.6031,0.0015,1,0.0836,6.8403,0.0512,1.2466,73.0117,0.0000,73.0117,1.0561,0.0000,0.0000,2046,1520,170908,13.07,867.3
1469,340.4709,8.7949,0.5735,0.0148,3.3034,0.0655,0.0117,73.1244,0.0009,1,0.1447,7.7840,0.0492,1.3057,71.6036,0.0000,71.6036,1.0354,0.0000,0.0000,2046,1520,170908,13.07,867.3
1470,340.5480,77.1018,0.5924,0.0180,2.6238,0.0637,0.0126,80.9090,0.0011,1,0.0897,7.0021,0.0499,1.2627,74.1942,0.0000,74.1942,1.0309,0.0000,0.0000,2046,1520,170908,13.10,867.3
1471,340.6322,84.2286,0.6022,0.0178,2.0256,0.0748,0.0126,79.8902,0.0013,1,0.0862,7.4053,0.0507,1.4193,71.8443,0.0000,71.8443,1.0358,0.0000,0.0000,2046,1520,170908,13.12,867.3
1472,340.7149,82.6327,0.0792,0.0178,2.1767,0.0667,0.0117,166.1629,0.0012,1,0.0842,7.6838,0.0507,1.3988,74.8704,0.0000,74.8704,1.0447,0.0000,0.0000,2046,1520,170908,13.01,867.3
1473,340.8834,100.0000,0.0751,0.0164,2.3813,0.0712,0.0114,3.6622,0.0010,1,0.0878,8.2623,0.0514,1.6693,72.1379,0.0000,72.1379,1.0386,0.0000,0.0000,2046,1520,170908,13.01,867.3
1474,340.8896,6.2272,0.0654,0.0162,2.6664,0.0670,0.0134,78.1643,0.0012,1,0.0830,7.7255,0.0506,1.4807,72.5603,0.0000,72.5603,1.0366,0.0000,0.0000,2046,1520,170908,13.15,867.3
1475,340.9706,81.0121,1.2364,0.0157,1.9123,0.0611,0.0108,160.9637,0.0016,1,0.0884,7.4295,0.0512,1.4948,72.6520,0.0000,72.6520,1.0350,0.0000,0.0000,2046,1520,170908,13.04,867.3
1476,341.1348,100.0000,0.3361,0.0178,2.8994,0.0842,0.0157,5.6293,0.0009,1,0.0998,6.6421,0.0502,1.7347,70.7788,0.0000,70.7788,1.0344,0.0000,0.0000,2046,1520,170908,13.04,867.3
1477,341.1438,8.9982,0.2065,0.0141,2.6005,0.0640,0.0107,63.5556,0.0010,1,0.1009,5.9576,0.0491,1.2286,62.2448,0.0000,62.2448,0.9055,0.0000,0.0000,2046,1088,122488,13.15,867.3
1478,341.2103,66.4704,0.4485,0.0196,3.2920,0.0559,0.0090,140.7702,0.0012,1,0.0841,5.6556,0.0484,1.1054,63.1141,0.0000,63.1141,0.9081,0.0000,0.0000,2046,1189,133976,13.19,867.3
1479,341.3549,100.0000,0.3959,0.0157,2.9223,0.0696,0.0136,4.7542,0.0019,1,0.1030,6.1040,0.0492,1.3179,64.9206,0.0000,64.9206,0.9092,0.0000,0.0000,2046,1194,134488,13.19,867.3
1480,341.3631,8.1959,0.4227,0.0179,2.2990,0.0610,0.0122,69.2701,0.0014,1,0.0757,6.8915,0.0481,1.7080,66.7767,0.0000,66.7767,0.9199,0.0000,0.0000,2046,1331,149804,13.18,867.3
1481,341.4352,72.1018,0.4341,0.0181,2.6439,0.0687,0.0120,87.7789,0.0013,1,0.0894,9.2060,0.0475,1.8174,77.6223,0.0000,77.6223,0.9593,0.0000,0.0000,2046,1816,204332,13.20,867.3
1482,341.5262,90.9777,0.8894,0.0192,2.1066,0.0700,0.0132,90.2772,0.0013,1,0.0946,9.4990,0.0512,1.6667,79.8406,0.0000,79.8406,0.9738,0.0000,0.0000,2046,1841,207148,13.20,867.3
1483,341.6196,93.3965,0.5103,0.0213,2.4789,0.0761,0.0143,93.1860,0.0010,1,0.1207,11.8948,0.0503,2.1750,81.2153,0.0000,81.2153,0.9540,0.0000,0.0000,2046,1951,219484,13.19,867.3
1484,341.7159,96.3066,0.4267,0.0155,2.8025,0.0677,0.0113,93.6553,0.0015,1,0.0996,10.0433,0.0503,2.3049,83.2527,0.0000,83.2527,0.9631,0.0000,0.0000,2046,1939,217870,13.20,867.3
1485,341.8129,96.9995,0.7049,0.0203,1.9016,0.0675,0.0185,96.2270,0.0009,1,0.1042,9.7083,0.0493,1.8655,85.0185,0.0000,85.0185,0.9854,0.0000,0.0000,2046,1858,208798,13.07,867.3
1486,341.9119,98.9546,0.7398,0.0173,2.3475,0.0628,0.0119,80.4059,0.0009,1,0.0954,7.8744,0.0493,1.2380,73.4995,0.0000,73.4995,1.0090,0.0000,0.0000,2046,1425,159960,13.05,867.3
1487,341.9955,83.6023,0.4160,0.0169,2.1152,0.0568,0.0098,79.4269,0.0013,1,0.0930,5.5430,0.0492,1.1288,71.7071,0.0000,71.7071,1.0010,0.0000,0.0000,2046,1074,120208,13.05,867.3
1488,342.0775,82.0647,0.6263,0.0184,3.5190,0.0738,0.0159,71.5023,0.0015,1,0.0770,5.5194,0.0487,0.9117,69.2162,0.0000,69.2162,1.0014,0.0000,0.0000,2046,945,105700,13.07,869.0
1489,342.1533,75.7789,0.4573,0.0183,3.3473,0.0591,0.0109,69.2071,0.0010,1,0.0859,4.7630,0.0495,1.0180,64.9960,0.0000,64.9960,0.9970,0.0000,0.0000,2046,916,102616,13.10,869.0
1490,342.2264,73.1097,0.1667,0.0169,2.5384,0.0687,0.0106,70.1888,0.0010,1,0.0910,4.6680,0.0484,1.0266,65.7591,0.0000,65.7591,0.9914,0.0000,0.0000,2046,895,100184,13.00,869.0
1491,342.2994,72.9991,0.0754,0.0161,2.1815,0.0520,0.0091,71.4088,0.0011,1,0.1001,4.7805,0.0492,1.0813,65.9942,0.0000,65.9942,0.9979,0.0000,0.0000,2046,895,100184,13.03,869.0
1492,342.3732,73.7519,0.0727,0.0167,2.7010,0.0595,0.0121,76.5050,0.0018,1,0.0976,5.3416,0.0479,0.8361,70.0226,0.0000,70.0226,0.9588,0.0000,0.0000,2046,895,100184,13.06,869.0
1493,342.4525,79.3786,0.0886,0.0180,2.6132,0.0574,0.0106,72.8772,0.0009,1,0.0934,5.0196,0.0475,1.2790,65.5352,0.0000,65.5352,0.9705,0.0000,0.0000,2046,895,100184,13.09,869.0
1494,342.5282,75.6727,0.0552,0.0107,1.8507,0.0488,0.0092,69.9852,0.0019,1,0.0895,5.6755,0.0474,1.0061,65.8638,0.0000,65.8638,0.9850,0.0000,0.0000,2046,895,100184,13.13,869.0
1495,342.6002,71.9724,0.0833,0.0139,2.8925,0.0443,0.0081,66.3058,0.0014,1,0.1119,5.1113,0.0473,1.3411,61.5144,0.0000,61.5144,0.9765,0.0000,0.0000,2046,895,100184,13.17,875.7
1496,342.6696,69.3803,0.0572,0.0162,2.5438,0.0477,0.0070,68.0318,0.0009,1,0.0773,4.0789,0.0488,0.8929,65.5739,0.0000,65.5739,0.9818,0.0000,0.0000,2046,895,100184,13.21,875.7
1497,342.7403,70.7129,0.0687,0.0153,2.1997,0.0722,0.0129,69.6045,0.0018,1,0.0966,4.7780,0.0478,1.1938,62.1387,0.0000,62.1387,0.9870,0.0000,0.0000,2046,895,100184,13.25,875.7
1498,342.8123,71.9863,0.0848,0.0225,2.1944,0.0370,0.0070,64.2573,0.0015,1,0.0999,6.1307,0.0485,1.2830,59.4136,0.0000,59.4136,0.9916,0.0000,0.0000,2046,895,100184,13.30,875.7
1499,342.8789,66.6124,0.0619,0.0149,2.5555,0.0465,0.0081,66.4469,0.0009,1,0.0737,3.8042,0.0485,0.7908,62.8140,0.0000,62.8140,0.9931,0.0000,0.0000,2046,895,100184,13.22,875.7
1500,342.9480,69.1424,0.0715,0.0159,2.4950,0.0459,0.0075,71.1939,0.0015,1,0.0883,4.0223,0.0475,0.8609,64.8094,0.0000,64.8094,0.9902,0.0000,0.0000,2046,895,100184,13.26,875.7
1501,343.0219,73.8431,0.0599,0.0168,3.5292,0.0953,0.0148,63.8916,0.0017,1,0.0924,4.5541,0.0473,1.0588,60.0474,0.0000,60.0474,1.0035,0.0000,0.0000,2046,895,100184,13.30,875.7
1502,343.0895,67.6170,0.0623,0.0160,3.4949,0.0782,0.0122,63.1058,0.0011,1,0.0931,4.1147,0.0476,1.1057,61.5507,0.0000,61.5507,0.9989,0.0000,0.0000,2046,895,100184,13.35,875.7
1503,343.1562,66.7775,0.0559,0.0143,2.4508,0.0416,0.0071,129.9887,0.0014,1,0.0749,3.7866,0.0489,0.8766,59.3830,0.0000,59.3830,0.9988,0.0000,0.0000,2046,895,100184,13.40,877.7
1504,343.2888,100.0000,0.0842,0.0121,2.1335,0.0618,0.0119,3.0779,0.0008,1,0.0742,3.7205,0.0483,0.7724,61.9018,0.0000,61.9018,0.9950,0.0000,0.0000,2046,895,100184,13.40,877.7
1505,343.2942,5.3888,0.0544,0.0131,2.0961,0.0545,0.0116,63.4596,0.0009,1,0.0747,4.1261,0.0477,0.8439,59.0685,0.0000,59.0685,0.9963,0.0000,0.0000,2046,895,100184,13.54,877.7
1506,343.3599,65.6965,0.0624,0.0138,3.1462,0.0529,0.0081,61.6290,0.0014,1,0.0742,4.0018,0.0477,1.0793,59.4416,0.0000,59.4416,0.9970,0.0000,0.0000,2046,895,100184,13.60,877.7
1507,343.4248,64.9233,0.0646,0.0165,2.8128,0.0551,0.0086,65.4597,0.0012,1,0.1068,4.2685,0.0476,1.0037,59.8276,0.0000,59.8276,1.0001,0.0000,0.0000,2046,895,100184,13.65,877.7
1508,343.4933,68.4256,0.0564,0.0133,2.4904,0.0467,0.0080,130.8735,0.0010,1,0.0756,3.9706,0.0492,0.9321,63.2807,0.0000,63.2807,0.9958,0.0000,0.0000,2046,895,100184,13.70,877.7
1509,343.6268,100.0000,0.0809,0.0163,2.3240,0.0773,0.0143,3.8834,0.0010,1,0.0894,4.0247,0.0484,0.9748,59.9547,0.0000,59.9547,0.9951,0.0000,0.0000,2046,895,100184,13.70,877.7
1510,343.6331,6.4034,0.0613,0.0129,2.7683,0.0512,0.0078,59.7488,0.0012,1,0.0706,4.0559,0.0471,0.7482,58.0874,0.0000,58.0874,0.9912,0.0000,0.0000,2046,895,100184,13.85,877.7
1511,343.6958,62.6601,0.0823,0.0167,3.4866,0.0722,0.0094,64.7402,0.0011,1,0.1076,4.9031,0.0476,1.0871,59.8271,0.0000,59.8271,0.9864,0.0000,0.0000,2046,895,100184,13.91,877.7
1512,343.7642,68.4157,0.0676,0.0147,3.2610,0.0695,0.0097,64.4517,0.0008,1,0.0736,3.8419,0.0476,0.8602,62.1568,0.0000,62.1568,0.9866,0.0000,0.0000,2046,895,100184,13.94,879.2
1513,343.9150,100.0000,0.1306,0.0170,4.1642,0.0608,0.0106,3.9644,0.0009,1,0.0701,3.6109,0.0488,0.8706,83.6620,0.0000,83.6620,1.2215,0.0000,0.0000,2046,895,100184,13.93,879.2
1514,343.9234,8.3557,0.0661,0.0136,2.6953,0.0483,0.0082,78.8751,0.0009,1,0.0723,3.6661,0.0490,0.8909,59.4345,0.0000,59.4345,1.0096,0.0000,0.0000,2046,895,100184,14.06,879.2
1515,344.0051,81.7146,0.4133,0.0128,2.6330,0.0452,0.0077,112.3311,0.0010,1,0.0703,3.6804,0.0486,0.6388,58.2026,0.0000,58.2026,0.9843,0.0000,0.0000,2046,895,100184,14.08,879.2
1516,344.1206,100.0000,0.4111,0.0164,2.3660,0.0652,0.0120,3.2247,0.0013,1,0.0811,5.2770,0.0481,0.8711,60.8950,0.0000,60.8950,1.0078,0.0000,0.0000,2046,895,100184,14.07,879.2
1517,344.1267,6.1145,0.3855,0.0131,1.7590,0.0497,0.0081,71.3533,0.0011,1,0.0719,5.0194,0.0476,1.0959,67.5199,0.0000,67.5199,1.0205,0.0000,0.0000,2046,1074,120208,14.21,879.2
1518,344.2003,73.5899,0.4206,0.0152,2.6182,0.0495,0.0082,75.0569,0.0011,1,0.0842,6.2225,0.0478,1.0507,70.2747,0.0000,70.2747,1.0340,0.0000,0.0000,2046,1352,151592,14.25,879.2
1519,344.2785,78.1911,0.4024,0.0159,1.7238,0.0530,0.0092,80.0076,0.0013,1,0.0789,5.9973,0.0494,0.9857,73.8023,0.0000,73.8023,1.0371,0.0000,0.0000,2046,1368,153320,14.27,879.2
1520,344.3607,82.2304,0.4288,0.0173,1.8018,0.0544,0.0109,80.7087,0.0010,1,0.0842,6.5749,0.0494,1.2462,73.6217,0.0000,73.6217,1.0345,0.0000,0.0000,2046,1503,168516,14.30,887.0
1521,344.4438,83.0394,0.3801,0.0151,1.6391,0.0496,0.0085,84.5947,0.0012,1,0.0863,7.2296,0.0495,1.1121,75.8756,0.0000,75.8756,1.0350,0.0000,0.0000,2046,1664,186702,14.17,887.0
1522,344.5305,86.7103,0.3886,0.0164,2.8290,0.0594,0.0104,175.2149,0.0009,1,0.0904,8.1784,0.0504,1.2833,80.1208,0.0000,80.1208,1.0190,0.0000,0.0000,2046,1771,198894,14.18,887.0
1523,344.7090,100.0000,1.4476,0.0233,2.4128,0.0607,0.0108,3.5875,0.0012,1,0.0943,7.9867,0.0503,1.2389,77.6312,0.0000,77.6312,1.0141,0.0000,0.0000,2046,1779,199790,14.17,887.0
1524,344.7166,7.5515,0.0597,0.0213,2.7449,0.0594,0.0077,81.7859,0.0011,1,0.0939,8.3952,0.0500,1.6302,77.2154,0.0000,77.2154,1.0203,0.0000,0.0000,2046,1779,199790,14.32,887.0
1525,344.8012,84.6873,0.3306,0.0162,1.9207,0.0521,0.0087,87.6059,0.0019,1,0.0876,7.5851,0.0492,1.1692,78.0827,0.0000,78.0827,1.0034,0.0000,0.0000,2046,1779,199790,14.34,887.0
1526,344.8912,89.9469,0.0815,0.0173,3.9713,0.0821,0.0127,84.5468,0.0014,1,0.0912,8.1638,0.0497,1.4831,77.6826,0.0000,77.6826,1.0211,0.0000,0.0000,2046,1779,199790,14.20,887.0
1527,344.9799,88.7225,0.0816,0.0163,2.4733,0.0720,0.0116,173.9266,0.0012,1,0.0909,7.9497,0.0494,1.3271,76.5853,0.0000,76.5853,1.0335,0.0000,0.0000,2046,1779,199790,14.21,888.2
1528,345.1565,100.0000,0.0767,0.0231,2.2878,0.0646,0.0124,3.4070,0.0012,1,0.0861,7.1825,0.0512,1.1694,78.2049,0.0000,78.2049,1.0403,0.0000,0.0000,2046,1779,199790,14.20,888.2
1529,345.1624,5.8820,0.0757,0.0170,2.2678,0.0680,0.0120,85.3392,0.0012,1,0.0878,9.2126,0.0508,1.2690,78.2492,0.0000,78.2492,1.0438,0.0000,0.0000,2046,1779,199790,14.34,888.2
1530,345.2502,87.7906,0.6736,0.0231,3.1100,0.0774,0.0137,86.0609,0.0014,1,0.1254,9.5085,0.0496,1.5590,77.0591,0.0000,77.0591,1.0435,0.0000,0.0000,2046,1779,199790,14.37,888.2
1531,345.3401,89.9678,0.5484,0.0157,2.7292,0.0554,0.0090,84.4941,0.0007,1,0.0906,8.4000,0.0496,1.2420,77.1115,0.0000,77.1115,1.0537,0.0000,0.0000,2046,1779,199790,14.22,888.2
1532,345.4280,87.8598,0.5032,0.0150,1.6123,0.0560,0.0162,84.9536,0.0008,1,0.0856,7.7407,0.0497,1.4629,76.0875,0.0000,76.0875,1.0604,0.0000,0.0000,2046,1779,199790,14.21,888.2
1533,345.5152,87.1645,0.0670,0.0142,1.8970,0.0653,0.0212,86.3457,0.0014,1,0.0855,7.8185,0.0497,1.2407,74.1194,0.0000,74.1194,1.0508,0.0000,0.0000,2046,1779,199790,14.23,888.2
1534,345.6036,88.4216,0.1002,0.0195,5.5189,0.0669,0.0105,79.8732,0.0012,1,0.0841,7.3732,0.0512,1.2941,74.8589,0.0000,74.8589,1.0548,0.0000,0.0000,2046,1779,199790,14.10,888.2
1535,345.6892,85.6005,0.4568,0.0190,4.0298,0.0721,0.0118,83.5354,0.0015,1,0.0948,8.1180,0.0506,1.7203,77.0446,0.0000,77.0446,1.0600,0.0000,0.0000,2046,1779,199790,14.09,888.2
1536,345.7773,88.1635,0.6401,0.0186,3.3421,0.0786,0.0136,79.9811,0.0013,1,0.0845,8.3322,0.0495,1.3297,74.2143,0.0000,74.2143,1.0640,0.0000,0.0000,2046,1779,199790,14.08,888.2
1537,345.8614,84.0834,0.6348,0.0183,2.0069,0.0601,0.0107,85.5871,0.0020,1,0.0984,8.3348,0.0498,1.3465,76.4661,0.0000,76.4661,1.0626,0.0000,0.0000,2046,1779,199790,14.07,888.2
1538,345.9498,88.3290,0.5947,0.0196,2.8092,0.0855,0.0199,172.5243,0.0015,1,0.1128,10.2395,0.0492,1.6159,77.2879,0.0000,77.2879,1.0543,0.0000,0.0000,2046,1779,199790,14.06,888.2
1539,346.1258,100.0000,0.9046,0.0190,3.2942,0.0761,0.0142,4.8500,0.0012,1,0.0834,7.4646,0.0505,1.2331,74.3299,0.0000,74.3299,1.0551,0.0000,0.0000,2046,1779,199790,14.03,888.2
1540,346.1350,9.1675,0.7534,0.0148,3.1797,0.0605,0.0415,76.5496,0.0011,1,0.0945,8.1474,0.0498,1.4909,74.8676,0.0000,74.8676,1.0654,0.0000,0.0000,2046,1779,199790,14.18,888.2
1541,346.2156,80.6092,0.6226,0.0190,2.4032,0.0629,0.0138,87.7391,0.0013,1,0.0880,8.1369,0.0496,1.3210,79.6123,0.0000,79.6123,1.0499,0.0000,0.0000,2046,1779,199790,14.06,889.0
1542,346.3065,90.8698,0.5584,0.0169,2.0939,0.0724,0.0128,84.7420,0.0012,1,0.0937,8.1794,0.0507,1.3292,73.8121,0.0000,73.8121,1.0564,0.0000,0.0000,2046,1779,199790,14.03,889.0
1543,346.3940,87.5103,0.7211,0.0188,2.7747,0.0929,0.0152,81.4565,0.0014,1,0.0907,8.8125,0.0511,1.5032,74.3218,0.0000,74.3218,1.0569,0.0000,0.0000,2046,1779,199790,14.05,889.0
1544,346.4791,85.0896,0.5975,0.0176,2.5814,0.0634,0.0111,82.7880,0.0011,1,0.0862,8.4089,0.0492,1.2534,76.5171,0.0000,76.5171,1.0468,0.0000,0.0000,2046,1779,199790,13.92,889.0
1545,346.5651,86.0679,0.8268,0.0157,2.8333,0.0584,0.0098,163.1922,0.0011,1,0.0909,7.4949,0.0497,1.1636,73.5728,0.0000,73.5728,1.0448,0.0000,0.0000,2046,1779,199790,13.91,889.0
1546,346.7321,100.0000,1.2946,0.0208,2.6160,0.0489,0.0100,3.0859,0.0009,1,0.0849,7.2101,0.0498,1.1965,72.8998,0.0000,72.8998,1.0458,0.0000,0.0000,2046,1779,199790,13.88,889.0
1547,346.7392,7.0847,0.0749,0.0175,2.3569,0.0426,0.0074,81.9970,0.0011,1,0.0872,7.6341,0.0499,1.3359,77.1513,0.0000,77.1513,1.0489,0.0000,0.0000,2046,1779,199790,14.00,889.0
1548,346.8237,84.5046,0.5006,0.0171,4.0793,0.0762,0.0123,173.1541,0.0012,1,0.0917,7.3746,0.0511,1.3087,79.3085,0.0000,79.3085,1.0488,0.0000,0.0000,2046,1779,199790,14.02,889.2
1549,347.0015,100.0000,0.7648,0.0168,2.4658,0.0598,0.0103,3.5042,0.0012,1,0.0846,8.1658,0.0511,1.2436,77.4040,0.0000,77.4040,1.0467,0.0000,0.0000,2046,1779,199790,13.87,889.2
1550,347.0084,6.8308,0.0571,0.0178,3.5560,0.0707,0.0117,82.6024,0.0014,1,0.0911,8.0674,0.0506,1.4950,77.3263,0.0000,77.3263,1.0435,0.0000,0.0000,2046,1779,199790,13.98,889.2
1551,347.0947,86.3251,0.0676,0.0149,4.0102,0.0721,0.0124,159.5170,0.0011,1,0.0906,7.8581,0.0509,1.1761,72.0960,0.0000,72.0960,1.0432,0.0000,0.0000,2046,1779,199790,14.00,889.2
1552,347.2584,100.0000,0.0723,0.0173,3.3532,0.0727,0.0136,4.0514,0.0012,1,0.0845,7.4620,0.0494,1.2019,72.0622,0.0000,72.0622,1.0394,0.0000,0.0000,2046,1779,199790,13.85,889.2
1553,347.2660,7.5897,0.0657,0.0156,2.4837,0.0460,0.0085,77.1189,0.0012,1,0.0867,7.6456,0.0496,1.4049,72.8432,0.0000,72.8432,1.0385,0.0000,0.0000,2046,1779,199790,13.96,889.2
1554,347.3457,79.7484,0.0754,0.0161,3.2944,0.0616,0.0117,83.8472,0.0012,1,0.0844,8.3173,0.0496,1.1980,74.5533,0.0000,74.5533,1.0384,0.0000,0.0000,2046,1779,199790,13.96,889.2
1555,347.4330,87.3160,0.0508,0.0152,2.3204,0.0668,0.0114,80.3061,0.0010,1,0.0884,9.1658,0.0497,1.2820,72.1861,0.0000,72.1861,1.0402,0.0000,0.0000,2046,1779,199790,13.94,889.2
1556,347.5158,82.7827,0.0725,0.0157,2.5638,0.0510,0.0097,164.1390,0.0011,1,0.0836,7.2622,0.0497,1.1626,72.4246,0.0000,72.4246,1.0352,0.0000,0.0000,2046,1779,199790,13.97,895.4
1557,347.6827,100.0000,0.0733,0.0163,3.1265,0.0685,0.0109,4.2378,0.0013,1,0.0827,7.0525,0.0508,1.1469,74.1602,0.0000,74.1602,1.0381,0.0000,0.0000,2046,1779,199790,13.82,895.4
1558,347.6902,7.5423,0.0763,0.0178,2.5042,0.0505,0.0076,76.6881,0.0014,1,0.0844,7.2309,0.0492,1.3777,72.3901,0.0000,72.3901,1.0394,0.0000,0.0000,2046,1779,199790,13.93,895.4
1559,347.7696,79.3540,0.0757,0.0161,2.5600,0.0645,0.0122,166.8270,0.0013,1,0.0876,7.9773,0.0495,1.2797,73.8844,0.0000,73.8844,1.0358,0.0000,0.0000,2046,1779,199790,13.96,895.4
1560,347.9391,100.0000,0.0729,0.0162,2.4860,0.0538,0.0088,3.0239,0.0013,1,0.0931,7.2361,0.0494,1.3782,74.9602,0.0000,74.9602,1.0399,0.0000,0.0000,2046,1779,199790,13.81,895.4
1561,347.9448,5.6731,0.0719,0.0172,3.2529,0.0552,0.0079,78.3890,0.0016,1,0.0909,7.8106,0.0532,1.2929,72.6355,0.0000,72.6355,1.0386,0.0000,0.0000,2046,1779,199790,13.92,895.4
1562,348.0266,81.8044,0.1802,0.0160,3.9775,0.0763,0.0124,78.2420,0.0012,1,0.0867,7.6727,0.0499,1.4069,72.2985,0.0000,72.2985,1.0401,0.0000,0.0000,2046,1779,199790,13.91,895.4
1563,348.1091,82.5136,0.0709,0.0167,2.4586,0.0572,0.0104,83.8737,0.0011,1,0.0856,7.5584,0.0506,1.4405,75.7552,0.0000,75.7552,1.0346,0.0000,0.0000,2046,1779,199790,13.94,895.4
1564,348.1956,86.4962,0.0738,0.0158,2.4018,0.0580,0.0114,172.1684,0.0011,1,0.0853,7.9155,0.0512,1.4599,74.0423,0.0000,74.0423,1.0353,0.0000,0.0000,2046,1779,199790,13.84,959.5
1565,348.3704,100.0000,0.5808,0.0185,2.1688,0.0567,0.0112,3.2987,0.0012,1,0.0874,7.8482,0.0500,1.2493,78.3724,0.0000,78.3724,1.0388,0.0000,0.0000,2046,1779,199790,13.80,959.5
1566,348.3765,6.1433,0.0638,0.0153,2.7912,0.0757,0.0165,88.1961,0.0014,1,0.0845,8.2249,0.0498,1.3983,81.7899,0.0000,81.7899,1.0317,0.0000,0.0000,2046,1779,199790,13.93,959.5
1567,348.4677,91.1692,0.0824,0.0181,4.5953,0.1112,0.0139,78.3196,0.0013,1,0.0847,8.0746,0.0510,1.2436,72.3990,0.0000,72.3990,1.0343,0.0000,0.0000,2046,1779,199790,13.90,959.5
1568,348.5508,83.1511,0.0695,0.0164,3.2302,0.0648,0.0101,82.0708,0.0011,1,0.0872,8.3911,0.0495,1.2553,72.8614,0.0000,72.8614,1.0378,0.0000,0.0000,2046,1779,199790,13.89,959.5
1569,348.6363,85.4712,0.0642,0.0161,3.5025,0.0725,0.0116,80.6601,0.0014,1,0.0889,8.1996,0.0500,1.2495,73.9308,0.0000,73.9308,1.0305,0.0000,0.0000,2046,1779,199790,13.88,959.5
1570,348.7206,84.3362,0.0668,0.0141,2.3201,0.0570,0.0090,82.8912,0.0011,1,0.0873,8.3551,0.0496,1.4999,73.5673,0.0000,73.5673,1.0352,0.0000,0.0000,2046,1779,199790,13.87,959.5
1571,348.8060,85.3678,0.0758,0.0159,2.6381,0.0680,0.0122,163.6930,0.0013,1,0.0918,8.3917,0.0511,1.4044,73.4403,0.0000,73.4403,1.0318,0.0000,0.0000,2046,1779,199790,13.86,960.5
1572,348.9725,100.0000,0.0558,0.0154,3.4754,0.0714,0.0141,3.3531,0.0011,1,0.0857,7.1826,0.0494,1.1575,71.7242,0.0000,71.7242,1.0521,0.0000,0.0000,2046,1779,199790,13.82,960.5
1573,348.9795,6.9948,0.0618,0.0197,2.6608,0.0474,0.0070,78.4383,0.0011,1,0.1030,7.6502,0.0500,1.3046,73.6491,0.0000,73.6491,1.0287,0.0000,0.0000,2046,1779,199790,13.93,960.5
1574,349.0608,81.2430,0.0637,0.0155,2.2644,0.0662,0.0102,78.9390,0.0009,1,0.0829,7.3304,0.0504,1.2474,71.9722,0.0000,71.9722,1.0370,0.0000,0.0000,2046,1779,199790,13.93,960.5
